workerid,correct_answer,math_answer,prime,prime_condition,sentence_completion,slide_number_in_experiment,target,error,label
25,filler,12,Filler02.png,Fi,he took a nap,27,The prime minister held a press conference and shortly afterwards ____ .,,
25,filler,4,Filler07.png,Fi,many people were late to work,28,Because of a considerable delay of the 7:30am train ____ .,,
25,16,16,HAprime03.png,HA,had recently lost their caretakers,29,The social worker greeted the nurse of the senior-citizens who ____.,,L
25,filler,15,Filler21.png,Fi,an incredible performance,30,The famous entertainer was given a bunch of flowers after ____ .,,
25,11,11,LAprime12.png,LA,had a lot to lose,31,A stranger blackmailed the butler of the royals who ____ .,,H
25,filler,6,Filler05.png,Fi,he had once also been one,32,The priest looked after the asylum seekers because ____ .,,
25,7,7,LAprime06.png,LA,had corny puns,33,We were amused at the articles of the newspaper that ____ .,,H
25,filler,5,Filler04.png,Fi,had purposefully hidden evidence,34,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
25,filler,15,Filler06.png,Fi,fatal car collisions have decreased,35,Thanks to stricter speed checks on national motorways ____.,,
25,8,8,LAprime01.png,LA,were constantly under threat,36,The minister saw the bodyguard of the diplomats who ____ .,,L
25,filler,7,Filler24.png,Fi,stolen,37,The police learnt that the handbag of the diplomat's wife had been ____ .,,
60,filler,1,Filler13.png,Fi,stayed awake,2,"Because of last night's TV documentary, the old lady ____ .",,
60,12,12,HAprime08.png,HA,was not defended,3,The hacker attacked the web sites of the service provider that ____ .,,L
60,filler,10,Filler14.png,Fi,dangerous,4,The woman complained that the bicycles of the neighbour's kids were ____ .,,
60,filler,7,Filler20.png,Fi,the students couldn't leave,5,The teenagers barricaded the main entrance of the school so that ____ .,,
60,filler,14,Filler01.png,Fi,was late,6,Because of a considerable delay of the 7:30am train ____ .,,
60,filler,5,Filler17.png,Fi,the house,7,The postman delivered a small parcel to ____ .,,
60,filler,3,Filler11.png,Fi,black,8,The captain recalled that sails of the pirates' ship were ____ .,,
60,filler,4,Filler16.png,Fi,cleaned,9,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
60,filler,3,Filler08.png,Fi,stolen,10,The police learnt that the handbag of the diplomat's wife had been ____ .,,
60,19,19,BLprime06.png,BL,was lying,11,A stranger blackmailed the butler of the royals who ____ .,,H
60,12,12,HAprime12.png,HA,FALSE,12,We were amused at the articles of the newspaper that ____ .,,U
60,filler,2,Filler09.png,Fi,the kid,13,The racing driver showed the torn overall to ____ .,,
60,14,15,LAprime02.png,LA,was quiet,14,The bus driver talked to the leader of the boy scouts who ____ .,,H
60,18,18,BLprime11.png,BL,making more than usual,15,The superintendent checked the earnings of the company that ____ .,,L
60,filler,6,Filler05.png,Fi,ahead,16,The management of the successful supermarket chain planned ____ .,,
60,18,18,LAprime09.png,LA,were tall,17,The minister saw the bodyguard of the diplomats who ____ .,,L
60,filler,1,Filler03.png,Fi,fires,18,The ranger of the forest near the city borders forbid ____ .,,
60,filler,15,Filler21.png,Fi,was lying,19,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
60,19,19,LAprime07.png,LA,were waiting,20,The social worker greeted the nurse of the senior-citizens who ____.,,L
60,filler,3,Filler12.png,Fi,the show,21,The famous entertainer was given a bunch of flowers after ____ .,,
60,22,22,BLprime03.png,BL,were counterfeiting,22,The secret service confiscated all files of the organisation that ____ .,,U
60,5,5,LAprime10.png,LA,were based on feelings,23,The scientist criticised the method of the studies that ____ .,,L
60,2,2,HAprime05.png,HA,were given,24,The commission referred to the source of the donations that ____ .,,L
60,filler,12,Filler02.png,Fi,they slowed down,25,Shortly before the fully occupied passenger plane has landed ____ .,,
60,filler,12,Filler22.png,Fi,the meeting,26,The prime minister held a press conference and shortly afterwards ____ .,,
60,filler,16,Filler19.png,Fi,less people sped,27,Thanks to stricter speed checks on national motorways ____.,,
60,2,2,BLprime01.png,BL,were very old,28,The tourist guide mentioned the bells of the church that ____ .,,H
60,filler,14,Filler18.png,Fi,short,29,The conductor noticed that the strings of the soloist's violin were ____ .,,
60,filler,15,Filler10.png,Fi,sports were cancelled,30,Because of unexpectedly harsh weather conditions in spring ____ .,,
60,filler,7,Filler23.png,Fi,made a new salad,31,"After washing the salad with its firm green leaves, the scullion ____ .",,
60,filler,5,Filler04.png,Fi,leaving the stage,32,The speaker switched off the microphone before ____ .,,
60,filler,15,Filler06.png,Fi,it was his duty,33,The priest looked after the asylum seekers because ____ .,,
60,filler,7,Filler24.png,Fi,he was setup,34,The accomplice of the recently convicted fraudster alleged ____ .,,
60,filler,7,Filler15.png,Fi,being seen by a doctor,35,The patient had to wait for quite some time before ____ .,,
60,filler,4,Filler07.png,Fi,the couple,36,The barman slid a whiskey and a beer over to ____.,,
60,11,11,HAprime04.png,HA,were nextdoor,37,The homeowner kept the letters of the office that ____ .,,H
20,filler,12,Filler22.png,Fi,deteriorating,2,The conductor noticed that the strings of the soloist's violin were ____ .,,
20,5,-1,LAprime10.png,LA,smiled,3,The social worker greeted the nurse of the senior-citizens who ____.,,U
20,2,2,BLprime01.png,BL,was getting a trip in order.,4,The bus driver talked to the leader of the boy scouts who ____ .,,H
20,12,12,HAprime12.png,HA,were doing their job diligently,5,The minister saw the bodyguard of the diplomats who ____ .,,L
20,12,12,HAprime08.png,HA,was stealing jewelry.,6,A stranger blackmailed the butler of the royals who ____ .,,H
20,filler,3,Filler12.png,Fi,a homes door step.,7,The postman delivered a small parcel to ____ .,,
20,filler,2,Filler09.png,Fi,you may ask for a refund at the front desk.,8,Because of a considerable delay of the 7:30am train ____ .,,
20,filler,3,Filler08.png,Fi,a grand performance.,9,The famous entertainer was given a bunch of flowers after ____ .,,
20,filler,16,Filler19.png,Fi,a waiting customer.,10,The barman slid a whiskey and a beer over to ____.,,
20,filler,15,Filler10.png,Fi,had a new outlook on life.,11,"Because of last night's TV documentary, the old lady ____ .",,
20,filler,12,Filler02.png,Fi,announced the existence of aliens.,12,The prime minister held a press conference and shortly afterwards ____ .,,
20,filler,15,Filler06.png,Fi,entering the forest past dark.,13,The ranger of the forest near the city borders forbid ____ .,,
20,filler,6,Filler05.png,Fi,stolen,14,The police learnt that the handbag of the diplomat's wife had been ____ .,,
20,16,16,BLprime02.png,BL,can be herd across the entire city,15,The tourist guide mentioned the bells of the church that ____ .,,H
20,13,13,HAprime07.png,HA,did not test for each variable,16,The scientist criticised the method of the studies that ____ .,,U
20,filler,10,Filler14.png,Fi,they required help,17,The priest looked after the asylum seekers because ____ .,,
20,filler,4,Filler16.png,Fi,they were called in to get help.,18,The patient had to wait for quite some time before ____ .,,
20,filler,7,Filler23.png,Fi,leaving tracks in her yard,19,The woman complained that the bicycles of the neighbour's kids were ____ .,,
20,filler,15,Filler21.png,Fi,did not know what he was talking about,20,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
20,20,20,LAprime05.png,LA,kept harassing him,21,The homeowner kept the letters of the office that ____ .,,L
20,filler,7,Filler20.png,Fi,", the number of accidents has declined",22,Thanks to stricter speed checks on national motorways ____.,,
20,filler,5,Filler17.png,Fi,the pilot welcomed the passengers to their destination,23,Shortly before the fully occupied passenger plane has landed ____ .,,
20,2,2,LAprime03.png,LA,was unaccounted for,24,The commission referred to the source of the donations that ____ .,,H
20,18,18,BLprime11.png,BL,had a squirrel water skiing,25,We were amused at the articles of the newspaper that ____ .,,H
20,3,-5,LAprime04.png,LA,banned his account,26,The hacker attacked the web sites of the service provider that ____ .,,U
20,filler,7,Filler24.png,Fi,many houses were in need of repair,27,Because of unexpectedly harsh weather conditions in spring ____ .,,
20,filler,3,Filler11.png,Fi,black and torn from battle,28,The captain recalled that sails of the pirates' ship were ____ .,,
20,filler,1,Filler03.png,Fi,took it to the waiting customer,29,"After washing the salad with its firm green leaves, the scullion ____ .",,
20,filler,7,Filler15.png,Fi,the echo could make a loud noise,30,The speaker switched off the microphone before ____ .,,
20,filler,1,Filler13.png,Fi,scrubbed spotless,31,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
20,15,15,HAprime06.png,HA,had suspicious activity in the past,32,The superintendent checked the earnings of the company that ____ .,,L
20,filler,14,Filler01.png,Fi,that his gang would strike again,33,The accomplice of the recently convicted fraudster alleged ____ .,,
20,filler,5,Filler04.png,Fi,the cameras of the news reporters,34,The racing driver showed the torn overall to ____ .,,
20,filler,14,Filler18.png,Fi,that can more easily vandalize with out disruption,35,The teenagers barricaded the main entrance of the school so that ____ .,,
20,19,9,BLprime09.png,BL,tried to start riots across the city,36,The secret service confiscated all files of the organisation that ____ .,,L
20,filler,4,Filler07.png,Fi,to put items on sales to attract more customers,37,The management of the successful supermarket chain planned ____ .,,
49,filler,12,Filler02.png,Fi,I will be late for work.,2,Because of a considerable delay of the 7:30am train ____ .,,
49,16,16,BLprime02.png,BL,had peaked ever so high in the past few weeks.,3,The superintendent checked the earnings of the company that ____ .,,H
49,filler,1,Filler03.png,Fi,the nurse finally entered the room again with the doctor following right behind.,4,The patient had to wait for quite some time before ____ .,,
49,filler,14,Filler01.png,Fi,major budget increases and marketing schemes that they were strategizing.,5,The management of the successful supermarket chain planned ____ .,,
49,filler,4,Filler16.png,Fi,"swept, mopped, and waxed immediately. ",6,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
49,filler,5,Filler04.png,Fi,then prepped the cutting board to cut it into appropriate sized pieces.,7,"After washing the salad with its firm green leaves, the scullion ____ .",,
49,filler,3,Filler08.png,Fi,the little girl anxiously awaiting him outside the yellow house on the corner.,8,The postman delivered a small parcel to ____ .,,
49,2,2,LAprime03.png,LA,quite clearly adored his leadership position amongst the other scouts.,9,The bus driver talked to the leader of the boy scouts who ____ .,,H
49,5,5,LAprime10.png,LA,"were seemingly vague for a purpose,",10,The secret service confiscated all files of the organisation that ____ .,,H
49,filler,15,Filler10.png,Fi,beginning to break.,11,The conductor noticed that the strings of the soloist's violin were ____ .,,
49,9,9,HAprime11.png,HA,played so beautifully in the distance.,12,The tourist guide mentioned the bells of the church that ____ .,,H
49,filler,2,Filler09.png,Fi,her encore performance.,13,The famous entertainer was given a bunch of flowers after ____ .,,
49,filler,7,Filler24.png,Fi,locked her doors and went to bed early tonight.,14,"Because of last night's TV documentary, the old lady ____ .",,
49,19,19,LAprime07.png,LA,so rudely forced their way into his church.,15,The minister saw the bodyguard of the diplomats who ____ .,,L
49,2,2,BLprime01.png,BL,had been the boy's lifework up until now.,16,The scientist criticised the method of the studies that ____ .,,L
49,filler,12,Filler19.png,Fi,he felt it was his duty to do so.,17,The priest looked after the asylum seekers because ____ .,,
49,filler,11,Filler20.png,Fi,wrecking her flowers.,18,The woman complained that the bicycles of the neighbour's kids were ____ .,,
49,filler,3,Filler15.png,Fi,he fell ill.,19,The prime minister held a press conference and shortly afterwards ____ .,,
49,15,15,HAprime06.png,HA,the organization had accumulated.,20,The commission referred to the source of the donations that ____ .,,L
49,filler,5,Filler17.png,Fi,we occasionally have tornadic activity.,21,Because of unexpectedly harsh weather conditions in spring ____ .,,
49,filler,1,Filler13.png,Fi,the holder of the crime's key piece of evidence all along.,22,The police learnt that the handbag of the diplomat's wife had been ____ .,,
49,filler,3,Filler12.png,Fi,was ignorant to the subject at hand.,23,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
49,19,19,BLprime05.png,BL,"had thought his secret was safe,",24,A stranger blackmailed the butler of the royals who ____ .,,H
49,filler,4,Filler07.png,Fi,the shooters couldn't easily access their hallways,25,The teenagers barricaded the main entrance of the school so that ____ .,,
49,3,3,LAprime04.png,LA,had once made him so proud.,26,The homeowner kept the letters of the office that ____ .,,H
49,filler,15,Filler06.png,Fi,dark and looming against any kind of sky.,27,The captain recalled that sails of the pirates' ship were ____ .,,
49,filler,3,Filler11.png,Fi,"that she was forced to play the role she did,",28,The accomplice of the recently convicted fraudster alleged ____ .,,
49,filler,15,Filler21.png,Fi,the team will be ready to safely escort the passengers off the plane.,29,Shortly before the fully occupied passenger plane has landed ____ .,,
49,filler,10,Filler14.png,Fi,his crew to motivate them.,30,The racing driver showed the torn overall to ____ .,,
49,26,26,BLprime08.png,BL,had a duty to keeping its clients' information confidential.,31,The hacker attacked the web sites of the service provider that ____ .,,L
49,1,1,HAprime09.png,HA,seemed to humbly be good at her job.,32,The social worker greeted the nurse of the senior-citizens who ____.,,H
49,filler,7,Filler23.png,Fi,anyone heard what was really going on in the room above.,33,The speaker switched off the microphone before ____ .,,
49,filler,12,Filler22.png,Fi,our roads are a little bit safer than they were.,34,Thanks to stricter speed checks on national motorways ____.,,
49,filler,14,Filler18.png,Fi,the hunters from coming back over the stream ways to kill any game.,35,The ranger of the forest near the city borders forbid ____ .,,
49,filler,6,Filler05.png,Fi,the dusty cowboy.,36,The barman slid a whiskey and a beer over to ____.,,
49,12,12,HAprime12.png,HA,were animated.,37,We were amused at the articles of the newspaper that ____ .,,H
47,11,11,HAprime04.png,HA,avoided paying taxes,2,The secret service confiscated all files of the organisation that ____ .,,L
47,16,16,LAprime08.png,LA,killed his child,3,A stranger blackmailed the butler of the royals who ____ .,,U
47,filler,7,Filler24.png,Fi,went to lunch,4,The prime minister held a press conference and shortly afterwards ____ .,,
47,22,22,BLprime03.png,BL,spelt my name wrong,5,We were amused at the articles of the newspaper that ____ .,,H
47,5,5,HAprime01.png,HA,worked out a lot,6,The minister saw the bodyguard of the diplomats who ____ .,,H
47,filler,3,Filler11.png,Fi,cheated with his wife,7,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
47,filler,12,Filler02.png,Fi,the performance,8,The famous entertainer was given a bunch of flowers after ____ .,,
47,filler,2,Filler09.png,Fi,to be cleaned,9,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
47,filler,6,Filler05.png,Fi,stolen,10,The police learnt that the handbag of the diplomat's wife had been ____ .,,
47,filler,15,Filler10.png,Fi,fires,11,The ranger of the forest near the city borders forbid ____ .,,
47,filler,7,Filler20.png,Fi,brand new,12,The conductor noticed that the strings of the soloist's violin were ____ .,,
47,filler,3,Filler12.png,Fi,a pizza lunch for the staff,13,The management of the successful supermarket chain planned ____ .,,
47,20,20,LAprime05.png,LA,had shady ads,14,The hacker attacked the web sites of the service provider that ____ .,,H
47,18,18,LAprime09.png,LA,he worked for,15,The homeowner kept the letters of the office that ____ .,,L
47,filler,14,Filler18.png,Fi,"like, totally rad",16,The woman complained that the bicycles of the neighbour's kids were ____ .,,
47,filler,7,Filler15.png,Fi,couldn't sleep at all,17,"Because of last night's TV documentary, the old lady ____ .",,
47,filler,14,Filler01.png,Fi,the doctor gave him a lolly,18,The patient had to wait for quite some time before ____ .,,
47,filler,5,Filler17.png,Fi,overcompensating for something,19,The captain recalled that sails of the pirates' ship were ____ .,,
47,7,7,LAprime06.png,LA,he was laundering for,20,The superintendent checked the earnings of the company that ____ .,,L
47,filler,4,Filler07.png,Fi,he didn't know he was robbing that bank,21,The accomplice of the recently convicted fraudster alleged ____ .,,
47,filler,10,Filler14.png,Fi,the plants didn't bloom on time,22,Because of unexpectedly harsh weather conditions in spring ____ .,,
47,filler,4,Filler16.png,Fi,his tailor,23,The racing driver showed the torn overall to ____ .,,
47,21,21,BLprime12.png,BL,sounded like horns,24,The tourist guide mentioned the bells of the church that ____ .,,H
47,filler,5,Filler04.png,Fi,george thorogood,25,The barman slid a whiskey and a beer over to ____.,,
47,16,16,BLprime02.png,BL,kept everyone up at night,26,The social worker greeted the nurse of the senior-citizens who ____.,,U
47,filler,15,Filler21.png,Fi,dried the salad with its wet leaves,27,"After washing the salad with its firm green leaves, the scullion ____ .",,
47,24,24,BLprime07.png,BL,stole his bus to go shopping,28,The bus driver talked to the leader of the boy scouts who ____ .,,U
47,9,9,HAprime11.png,HA,came from an anonymous queen of england,29,The commission referred to the source of the donations that ____ .,,L
47,filler,1,Filler03.png,Fi,they were lost,30,The priest looked after the asylum seekers because ____ .,,
47,filler,7,Filler23.png,Fi,people got to where they were going a whole lot slower,31,Thanks to stricter speed checks on national motorways ____.,,
47,filler,15,Filler06.png,Fi,the wrong house,32,The postman delivered a small parcel to ____ .,,
47,13,13,HAprime10.png,HA,"spelt his name wrong, in 2 different ways",33,The scientist criticised the method of the studies that ____ .,,L
47,filler,16,Filler19.png,Fi,the zombies couldn't get in,34,The teenagers barricaded the main entrance of the school so that ____ .,,
47,filler,3,Filler08.png,Fi,the passengers went on with their lives,35,Shortly before the fully occupied passenger plane has landed ____ .,,
47,filler,1,Filler13.png,Fi,the 6th grade boy could claim his love for the 7th grade girl,36,The speaker switched off the microphone before ____ .,,
47,filler,12,Filler22.png,Fi,30 people were fired from their jobs,37,Because of a considerable delay of the 7:30am train ____ .,,
26,3,3,LAprime04.png,LA,led the troop,2,The bus driver talked to the leader of the boy scouts who ____ .,,H
26,filler,3,Filler08.png,Fi,made more,3,"After washing the salad with its firm green leaves, the scullion ____ .",,
26,filler,5,Filler17.png,Fi,stolen,4,The police learnt that the handbag of the diplomat's wife had been ____ .,,
26,2,2,HAprime05.png,HA,was corrupt,5,The secret service confiscated all files of the organisation that ____ .,,L
26,filler,5,Filler04.png,Fi,her turn,6,The patient had to wait for quite some time before ____ .,,
26,18,18,BLprime11.png,BL,had lots of data,7,The hacker attacked the web sites of the service provider that ____ .,,U
26,15,15,HAprime06.png,HA,closed,8,The homeowner kept the letters of the office that ____ .,,L
26,filler,1,Filler03.png,Fi,they were innocent,9,The priest looked after the asylum seekers because ____ .,,
26,filler,7,Filler24.png,Fi,everyone is safe,10,Thanks to stricter speed checks on national motorways ____.,,
26,filler,4,Filler16.png,Fi,bluff,11,The racing driver showed the torn overall to ____ .,,
26,filler,15,Filler06.png,Fi,died,12,The prime minister held a press conference and shortly afterwards ____ .,,
26,filler,1,Filler13.png,Fi,broken,13,The conductor noticed that the strings of the soloist's violin were ____ .,,
26,filler,2,Filler09.png,Fi,she swore,14,The speaker switched off the microphone before ____ .,,
26,filler,3,Filler12.png,Fi,her solo,15,The famous entertainer was given a bunch of flowers after ____ .,,
26,filler,7,Filler23.png,Fi,cheated,16,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
26,11,11,LAprime12.png,LA,were forged,17,The scientist criticised the method of the studies that ____ .,,L
26,8,8,LAprime01.png,LA,was diligent,18,The social worker greeted the nurse of the senior-citizens who ____.,,H
26,filler,7,Filler20.png,Fi,died,19,"Because of last night's TV documentary, the old lady ____ .",,
26,filler,15,Filler21.png,Fi,broken,20,The captain recalled that sails of the pirates' ship were ____ .,,
26,13,13,HAprime10.png,HA,were gold,21,The tourist guide mentioned the bells of the church that ____ .,,H
26,filler,6,Filler05.png,Fi,ahead,22,The management of the successful supermarket chain planned ____ .,,
26,filler,14,Filler18.png,Fi,dirty,23,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
26,26,26,BLprime08.png,BL,were big,24,The minister saw the bodyguard of the diplomats who ____ .,,L
26,18,18,LAprime09.png,LA,lied,25,The superintendent checked the earnings of the company that ____ .,,L
26,filler,14,Filler01.png,Fi,an alarm went off,26,Shortly before the fully occupied passenger plane has landed ____ .,,
26,filler,10,Filler14.png,Fi,no one could enter,27,The teenagers barricaded the main entrance of the school so that ____ .,,
26,filler,7,Filler15.png,Fi,the right,28,The barman slid a whiskey and a beer over to ____.,,
26,filler,3,Filler11.png,Fi,strangers,29,The ranger of the forest near the city borders forbid ____ .,,
26,filler,4,Filler07.png,Fi,the door,30,The postman delivered a small parcel to ____ .,,
26,filler,16,Filler19.png,Fi,we were late,31,Because of a considerable delay of the 7:30am train ____ .,,
26,filler,12,Filler22.png,Fi,noisy,32,The woman complained that the bicycles of the neighbour's kids were ____ .,,
26,22,22,BLprime03.png,BL,were blue,33,We were amused at the articles of the newspaper that ____ .,,H
26,filler,12,Filler02.png,Fi,the plants did not grow,34,Because of unexpectedly harsh weather conditions in spring ____ .,,
26,24,24,BLprime07.png,BL,had access to the castle,35,A stranger blackmailed the butler of the royals who ____ .,,H
26,17,17,HAprime02.png,HA,were fake,36,The commission referred to the source of the donations that ____ .,,L
26,filler,15,Filler10.png,Fi,burglary,37,The accomplice of the recently convicted fraudster alleged ____ .,,
40,filler,12,Filler22.png,Fi,time,2,Because of unexpectedly harsh weather conditions in spring ____ .,,
40,filler,5,Filler17.png,Fi,it was hit by lightning.,3,Shortly before the fully occupied passenger plane has landed ____ .,,
40,19,19,LAprime07.png,LA,had knowledge of the family secrets.,4,A stranger blackmailed the butler of the royals who ____ .,,H
40,filler,4,Filler16.png,Fi,made of sheets.,5,The captain recalled that sails of the pirates' ship were ____ .,,
40,2,2,HAprime05.png,HA,went missing.,6,The commission referred to the source of the donations that ____ .,,L
40,filler,15,Filler10.png,Fi,accidents went way down.,7,Thanks to stricter speed checks on national motorways ____.,,
40,filler,7,Filler20.png,Fi,was not a lawyer at all.,8,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
40,16,16,HAprime03.png,HA,were all on the bus.,9,The bus driver talked to the leader of the boy scouts who ____ .,,L
40,filler,3,Filler12.png,Fi,worn badly.,10,The conductor noticed that the strings of the soloist's violin were ____ .,,
40,filler,2,Filler09.png,Fi,he wanted to.,11,The priest looked after the asylum seekers because ____ .,,
40,filler,3,Filler11.png,Fi,stolen.,12,The police learnt that the handbag of the diplomat's wife had been ____ .,,
40,filler,16,Filler19.png,Fi,the awards.,13,The famous entertainer was given a bunch of flowers after ____ .,,
40,19,9,BLprime09.png,BL,proved to be right.,14,The scientist criticised the method of the studies that ____ .,,L
40,filler,4,Filler07.png,Fi,the drunk guy.,15,The barman slid a whiskey and a beer over to ____.,,
40,filler,12,Filler02.png,Fi,I missed getting to work.,16,Because of a considerable delay of the 7:30am train ____ .,,
40,21,21,BLprime12.png,BL,was in audit.,17,The superintendent checked the earnings of the company that ____ .,,L
40,filler,15,Filler21.png,Fi,voter fraud.,18,The accomplice of the recently convicted fraudster alleged ____ .,,
40,filler,6,Filler05.png,Fi,his mechanics.,19,The racing driver showed the torn overall to ____ .,,
40,filler,7,Filler08.png,Fi,another grand reopening.,20,The management of the successful supermarket chain planned ____ .,,
40,3,3,LAprime04.png,LA,were shot by the bad guys.,21,The minister saw the bodyguard of the diplomats who ____ .,,L
40,15,15,HAprime06.png,HA,cancelled their mortgage.,22,The homeowner kept the letters of the office that ____ .,,L
40,5,5,LAprime10.png,LA,were in jail.,23,The secret service confiscated all files of the organisation that ____ .,,H
40,filler,5,Filler04.png,Fi,she spoke again.,24,The speaker switched off the microphone before ____ .,,
40,filler,10,Filler14.png,Fi,unclean and needed to be rewashed.,25,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
40,2,2,BLprime01.png,BL,were exercising.,26,The social worker greeted the nurse of the senior-citizens who ____.,,L
40,filler,15,Filler06.png,Fi,fell asleep watching it.,27,"Because of last night's TV documentary, the old lady ____ .",,
40,9,9,HAprime11.png,HA,was online at the time.,28,The hacker attacked the web sites of the service provider that ____ .,,L
40,filler,1,Filler13.png,Fi,the bad guy couldn't get in.,29,The teenagers barricaded the main entrance of the school so that ____ .,,
40,14,14,LAprime02.png,LA,included the funnies.,30,We were amused at the articles of the newspaper that ____ .,,H
40,26,26,BLprime08.png,BL,were ringing.,31,The tourist guide mentioned the bells of the church that ____ .,,H
40,filler,7,Filler15.png,Fi,the old couple.,32,The postman delivered a small parcel to ____ .,,
40,filler,14,Filler18.png,Fi,quit.,33,The prime minister held a press conference and shortly afterwards ____ .,,
40,filler,1,Filler03.png,Fi,getting looked at.,34,The patient had to wait for quite some time before ____ .,,
40,filler,7,Filler23.png,Fi,was next.,35,"After washing the salad with its firm green leaves, the scullion ____ .",,
40,filler,14,Filler01.png,Fi,too loud.,36,The woman complained that the bicycles of the neighbour's kids were ____ .,,
40,filler,7,Filler24.png,Fi,hunting and fishing.,37,The ranger of the forest near the city borders forbid ____ .,,
23,filler,14,Filler18.png,Fi,the zombies couldn't get in,2,The teenagers barricaded the main entrance of the school so that ____ .,,
23,filler,6,Filler05.png,Fi,thrown off a bridge into the Thames River,3,The police learnt that the handbag of the diplomat's wife had been ____ .,,
23,filler,3,Filler08.png,Fi,the raspberry crop was ruined,4,Because of unexpectedly harsh weather conditions in spring ____ .,,
23,filler,2,Filler09.png,Fi,to the woman who'd just lost $10 million from Elon Musk's market manipulation,5,The barman slid a whiskey and a beer over to ____.,,
23,filler,15,Filler10.png,Fi,after they were attacked by a chimpanzee,6,The famous entertainer was given a bunch of flowers after ____ .,,
23,filler,3,Filler15.png,Fi,all the asylum's workers had been thrown into prison by the military junta,7,The priest looked after the asylum seekers because ____ .,,
23,filler,3,Filler12.png,Fi,bought a five-year supply of Spam,8,"Because of last night's TV documentary, the old lady ____ .",,
23,15,15,BLprime10.png,BL,had just rescued a baby otter from the polar bear exhibit,9,The bus driver talked to the leader of the boy scouts who ____ .,,U
23,filler,3,Filler11.png,Fi,actually made of licorice whips,10,The conductor noticed that the strings of the soloist's violin were ____ .,,
23,2,2,HAprime05.png,HA,had been helping them regain their health after eating tainted licorice,11,The social worker greeted the nurse of the senior-citizens who ____.,,H
23,16,16,HAprime03.png,HA,had purchased and torn down his grandma's house and built an oil refinery in its place,12,The hacker attacked the web sites of the service provider that ____ .,,L
23,18,18,BLprime11.png,BL,had clearly been copy-pasted from a more legitimate news source,13,We were amused at the articles of the newspaper that ____ .,,H
23,filler,7,Filler20.png,Fi,began sharpening a sword to slice up the world's largest onion,14,"After washing the salad with its firm green leaves, the scullion ____ .",,
23,filler,1,Filler13.png,Fi,alive,15,The woman complained that the bicycles of the neighbour's kids were ____ .,,
23,11,12,HAprime04.png,HA,had hit and killed the butler's corgi with their Rolls Royce,16,A stranger blackmailed the butler of the royals who ____ .,,L
23,filler,1,Filler03.png,Fi,"Hephaestus, who could produce a metal weave so fine as to be invisible to the naked eye",17,The racing driver showed the torn overall to ____ .,,
23,18,18,LAprime09.png,LA,showed the earth was created 6000 years ago and made of unleavened bread,18,The scientist criticised the method of the studies that ____ .,,L
23,5,5,HAprime01.png,HA,were reused to build the city hall after it'd been smashed flat during a vicious battle between Godzilla and the Power Rangers,19,The commission referred to the source of the donations that ____ .,,L
23,filler,15,Filler06.png,Fi,to reward all their employees for covering up the assassination of the mafia boss of a rival supermarket chain,20,The management of the successful supermarket chain planned ____ .,,
23,filler,12,Filler02.png,Fi,the sentient octopus who'd won the 2036 presidential election,21,The postman delivered a small parcel to ____ .,,
23,filler,4,Filler16.png,Fi,the scientists could 3D print her new feet,22,The patient had to wait for quite some time before ____ .,,
23,16,16,LAprime08.png,LA,kept his homeowners' letters,23,The homeowner kept the letters of the office that ____ .,,L
23,filler,5,Filler04.png,Fi,the creationists could spoil the Powerpoint created by bonobos,24,The speaker switched off the microphone before ____ .,,
23,filler,7,Filler24.png,Fi,I didn't make it to Spokane until seven weeks later,25,Because of a considerable delay of the 7:30am train ____ .,,
23,filler,14,Filler01.png,Fi,had dyed his wig neon purple,26,The overeager Crown Prosecutor alleged that the lawyer ____ .,,
23,filler,12,Filler22.png,Fi,ate his hat with HP sauce,27,The prime minister held a press conference and shortly afterwards ____ .,,
23,filler,4,Filler07.png,Fi,so heavily drenched with blood and human waste that they appeared jet black from afar,28,The captain recalled that sails of the pirates' ship were ____ .,,
23,filler,7,Filler23.png,Fi,completely destroyed to reveal location of the general's gold beneath them,29,The lieutenant ordered that the floors of the battalion's barracks were ____ .,,
23,filler,5,Filler17.png,Fi,the naughty passengers snort all their remaining medicine,30,Shortly before the fully occupied passenger plane has landed ____ .,,
23,filler,16,Filler19.png,Fi,"the number of rabbits killed per year decreased dramatically, finally giving the lagomorphs enough of a surplus population to rise up and overtake their human overlords using body waves and guerrilla tactics",31,Thanks to stricter speed checks on national motorways ____.,,
23,16,16,BLprime02.png,BL,had been torn down and thrown in the ocean to create more homes for the gigantic hermit crabs who were their new gods and masters,32,The tourist guide mentioned the bells of the church that ____ .,,L
